EnsemblID	cpgMuts	express	scaleGC	scaleRepTime	phasedFrac	avgMeth	cpgDenomBP	sex	mutsAllOthers	DenomAllOthers
ENSG00000158286	0	2.86749458560712	1.37555916941177	1.26812636152903	0.322588633455776	0.539611	1080	father	1	14741
ENSG00000116237	0	4.77638858588622	0.3901969764174	1.30373507178457	0.318547970670247	0.693477	742	father	1	14033
ENSG00000158292	0	3.11344665913773	1.79015129870057	1.36318841293691	0.32615980341053	0.440237	1098	father	1	12622
ENSG00000097021	4	5.55124921524713	0.949279016590164	1.52827803946303	0.291044776119403	0.843667	6256	father	1	123157
ENSG00000069812	0	2.38199097957323	1.39975985624026	1.72997162951714	0.322588633455776	0.30487	924	father	1	11329
ENSG00000187017	0	7.58669679766593	1.73628916650202	1.77979328431389	0.279154425852599	0.449659	2584	father	0	33981
ENSG00000215788	0	3.33507833622681	1.68413130157418	1.81637979210421	0.32615980341053	0.745417	384	father	0	5004
ENSG00000171680	1	4.69124890034397	1.567382155845	1.84745843932393	0.318547970670247	0.64095	3054	father	0	49802
ENSG00000162408	0	4.60053915459634	0.164768586731946	1.84883084455874	0.318547970670247	0.775554	1354	father	0	31698
ENSG00000173662	0	3.28047290651402	0.758588848338785	1.80890191635309	0.32615980341053	0.830132	1062	father	1	23341
ENSG00000204859	0	5.82753319594248	1.43235218002748	1.77449352823104	0.291044776119403	0.600313	448	father	0	8827
ENSG00000162413	0	5.98893118076671	1.01223434897894	1.73337631239775	0.28704295762367	0.360648	1822	father	0	22051
ENSG00000116273	0	6.88778140073686	1.07808886010184	1.67916000296091	0.279154425852599	0.348138	870	father	0	9414
ENSG00000041988	0	4.13865950231252	1.3057390249775	1.64377899983663	0.309238980399374	0.624441	716	father	1	9993
ENSG00000007923	0	4.94894434011094	0.0110450862127548	1.4866653852102	0.298269295666008	0.821168	2432	father	2	65271
ENSG00000171735	11	5.32980267487913	0.187956622582996	-0.577523884743406	0.298269295666008	0.804979	30012	father	49	951990
ENSG00000049245	0	5.79604763457032	-0.487662718516587	0.174614172472235	0.291044776119403	0.518087	366	father	0	9767
ENSG00000049246	0	4.82139141337926	-0.759688125047008	0.251473032176206	0.318547970670247	0.816514	1612	father	4	59215
ENSG00000049249	0	-2.08943548585321	-0.329284261442588	0.206135492363844	0.347446336047372	0.767318	850	father	1	26416
ENSG00000116288	1	6.58537188982973	-0.140602632190079	0.146593135588028	0.28704295762367	0.677919	1182	father	2	30012
ENSG00000116285	0	5.35974786620637	-0.475468101535026	0.0437121096369844	0.298269295666008	0.522931	696	father	0	21193
ENSG00000162426	1	2.37705012915009	0.746439289792639	0.200606266544328	0.322588633455776	0.829047	1490	father	0	24412
ENSG00000142599	3	7.79285567063619	-0.549040594317694	0.853680679965226	0.279154425852599	0.784056	12464	father	12	483123
ENSG00000074800	0	8.33557700393107	0.46481417955428	0.952123490734411	0.279154425852599	0.49335	818	father	1	17360
ENSG00000197241	1	-1.54772538237113	0.745340081315335	0.448649790602729	0.347446336047372	0.840215	1024	father	1	22385
ENSG00000142583	1	6.61602458575292	0.189618812917169	0.369955780595228	0.28704295762367	0.810352	1934	father	2	51283
ENSG00000180758	0	3.02789364641814	0.522946960734608	0.29021752386692	0.32615980341053	0.707165	1178	father	2	27215
ENSG00000049239	1	6.12884654119147	0.736851616827621	0.00106252918596804	0.28704295762367	0.731037	1716	father	0	34810
ENSG00000171621	1	4.46572312834465	0.990555662941264	-0.25831732710482	0.318547970670247	0.772389	3708	father	3	72824
ENSG00000171612	0	5.34446028136114	-0.128136647257307	0.354810784036676	0.298269295666008	0.758447	1726	father	1	43943
ENSG00000188807	2	5.18636583913849	1.6337724368099	0.583604138045009	0.298269295666008	0.721013	1560	father	1	24358
ENSG00000171608	1	4.37421718876509	0.581525527879032	0.994621007079857	0.309238980399374	0.726535	4346	father	3	94797
ENSG00000171603	0	6.21299342961455	0.088576577899407	1.21279901272811	0.28704295762367	0.846223	3918	father	0	90958
ENSG00000178585	1	5.41217204660431	0.619940963335252	1.15091157047858	0.291044776119403	0.767106	2274	father	2	59773
ENSG00000162441	0	5.27550205105532	-0.334614600455163	1.02866077142997	0.298269295666008	0.784141	710	father	0	20530
ENSG00000173614	0	3.16702490055864	-0.0477237006175462	0.957221724114765	0.32615980341053	0.843957	1400	father	1	40607
ENSG00000162444	0	1.93228989470533	0.231608142778731	0.89611819922203	0.316525957367415	0.631686	842	father	0	17962
ENSG00000130939	1	5.43766187436752	-0.307173412674464	0.972687344488286	0.291044776119403	0.868093	4540	father	2	143811
ENSG00000054523	1	6.95649255010726	-0.570589600809142	1.31773265698329	0.279154425852599	0.82649	4370	father	8	166552
ENSG00000142657	0	6.84536171939888	0.129758483271364	1.30810866979068	0.279154425852599	0.639665	1014	father	1	20897
ENSG00000241563	0	3.01787330937839	0.0404866433210584	1.2880273285663	0.322588633455776	0.594651	86	father	0	1880
ENSG00000160049	0	5.09017967050769	0.260233157461896	1.28438296080384	0.298269295666008	0.75427	726	father	1	15261
ENSG00000142655	1	4.61797488421401	-0.185052433724776	1.13464045678338	0.318547970670247	0.82364	5138	father	5	153066
ENSG00000130940	3	3.04998676227137	1.30152451040362	0.518862520563324	0.32615980341053	0.712051	9078	father	3	150565
ENSG00000175262	0	0.790255980485288	0.719203388889925	0.733937338089869	0.316525957367415	0.793062	1424	father	1	34093
ENSG00000120948	0	7.27478166467013	-0.42176869154388	0.803471040194338	0.279154425852599	0.62142	662	father	0	17492
ENSG00000116649	0	5.16120435907092	1.69755144061336	0.840441320781836	0.298269295666008	0.528496	452	father	0	4985
ENSG00000171824	0	5.86086798554496	-0.0154459426533242	0.866414509776337	0.291044776119403	0.824088	1184	father	0	32024
ENSG00000198793	0	7.24808931479498	-0.250591725980447	0.794683679554137	0.279154425852599	0.865204	3832	father	5	152062
ENSG00000120942	1	4.84189847127515	0.215656856682073	0.448759677569894	0.318547970670247	0.750084	716	father	1	22133
ENSG00000116661	0	3.92988929268086	1.15029953446638	0.882877081306044	0.309238980399374	0.394865	966	father	2	17693
ENSG00000132879	0	5.58996655984833	1.08300014722487	0.91896674195327	0.291044776119403	0.533855	550	father	1	8382
ENSG00000116663	0	3.81006720157341	1.10072344452763	0.974607551879319	0.309238980399374	0.636486	592	father	0	9532
ENSG00000116670	0	5.85502161298402	0.987006829574436	1.05720262960563	0.291044776119403	0.526964	1858	father	2	30983
ENSG00000162490	0	0.931295783506066	0.87905610555328	1.20455369696816	0.316525957367415	0.637872	1532	father	0	32584
ENSG00000177674	2	4.58851886370823	0.998121635475192	1.38185752607493	0.318547970670247	0.713127	742	father	0	17970
ENSG00000215910	1	5.61057730546527	1.11155177171767	1.48812279743052	0.291044776119403	0.74513	1154	father	2	26565
ENSG00000177000	1	5.66620601426778	1.04533263295349	1.53876167320769	0.291044776119403	0.57283	954	father	0	19738
ENSG00000011021	1	6.5145578951092	0.205200760364004	1.56605508405021	0.28704295762367	0.836508	1558	father	4	40406
ENSG00000175206	0	1.99588893435573	0.954844110804138	1.56006378587745	0.322588633455776	0.86807	114	father	0	2522
ENSG00000120937	0	-2.25871590095347	1.02712118965344	1.54572874622588	0.347446336047372	0.434412	68	father	0	1414
ENSG00000116685	0	6.42118619726313	1.1827409190978	1.39469477477436	0.28704295762367	0.420648	494	father	0	6331
ENSG00000083444	0	4.85706415330793	0.895546796826426	1.30246709001782	0.318547970670247	0.820446	1616	father	1	39442
ENSG00000116688	0	6.74939241040655	0.563849653650698	1.2191590383983	0.279154425852599	0.773343	1400	father	1	33589
ENSG00000116691	0	5.58375295198134	1.16062561193085	1.17913851583259	0.291044776119403	0.771154	676	father	0	11895
ENSG00000120949	2	2.41288183816941	0.515724406365078	1.07007896944756	0.322588633455776	0.793019	3008	father	3	77788
ENSG00000028137	2	2.8620097740408	1.13058777691191	0.958495206665507	0.322588633455776	0.735533	1746	father	1	40474
ENSG00000048707	3	6.47385919603517	-0.534147140049945	0.550354636682016	0.28704295762367	0.844425	6400	father	4	275446
ENSG00000162496	1	4.83376494938644	0.619587178130814	-0.358016953303651	0.318547970670247	0.690641	1904	father	0	48257
ENSG00000204518	0	-0.875704067235511	0.105905362811234	-0.418528936738146	0.347446336047372	0.847394	614	father	1	22376
ENSG00000162494	0	-0.241713449205753	0.462976008102304	-2.69090664413568	0.347446336047372	0.701378	1538	father	1	37444
ENSG00000162493	0	2.63665684126829	-0.141899312288135	-2.18636424992838	0.322588633455776	0.764023	1198	father	1	33253
ENSG00000116731	2	6.03871550242048	-0.393116478320613	-1.99734560006963	0.28704295762367	0.729306	3864	father	4	120975
ENSG00000189337	12	3.61905637399181	-0.132034572426966	-0.721870670845003	0.32615980341053	0.824164	30026	father	47	1193172
ENSG00000171729	0	2.0939482337631	0.243667371667167	0.541346720594753	0.322588633455776	0.647441	2384	father	3	65468
ENSG00000142621	2	5.90534672030476	0.117379732963558	0.866513219896492	0.291044776119403	0.809406	5154	father	8	158360
ENSG00000142634	0	7.68330050637076	1.30537599494422	1.12231390657214	0.279154425852599	0.589553	1074	father	1	19371
ENSG00000142615	0	-0.582824539239875	0.237692079300434	1.31679638775118	0.347446336047372	0.857026	464	father	2	14852
ENSG00000215704	0	-0.925060893016564	0.287699153797213	1.3920025391617	0.347446336047372	0.863643	796	father	0	24662
ENSG00000132906	0	5.67126417241784	0.281255165917851	1.533624380155	0.291044776119403	0.688435	1252	father	1	34340
ENSG00000116138	1	4.783558801828	-0.23658850183687	1.70724683964929	0.318547970670247	0.788951	2116	father	1	63399
ENSG00000116771	0	0.863045678906118	0.351003662631773	1.75512093640833	0.316525957367415	0.719097	620	father	0	12699
ENSG00000197312	1	4.69882665302643	-0.524828313436543	1.78577131420954	0.318547970670247	0.795185	1354	father	2	50197
ENSG00000116786	0	7.04581614646276	0.697642623990216	1.62872168007909	0.279154425852599	0.782924	2168	father	0	48256
ENSG00000162461	0	2.75438631057015	1.58523754435474	1.53271623121935	0.322588633455776	0.832576	264	father	0	4871
ENSG00000162458	0	5.03237942496203	0.897109600103956	1.46242202825635	0.298269295666008	0.649501	1404	father	1	28541
ENSG00000233954	0	1.65978899535395	0.0534539257568396	1.44341720855184	0.316525957367415	0.92641	78	father	0	2101
ENSG00000065526	0	6.77064814975996	-0.376085681882708	1.5381167157933	0.279154425852599	0.717187	3768	father	5	100492
ENSG00000116809	1	6.01718226439726	0.600581008943595	1.57172694846474	0.28704295762367	0.669453	1462	father	1	32774
ENSG00000173641	0	5.52809034846119	1.84730227617846	1.52292167079592	0.291044776119403	0.613425	292	father	1	5273
ENSG00000186510	0	3.68009949622067	1.70686070994246	1.5138667315876	0.32615980341053	0.704886	614	father	0	14559
ENSG00000185519	0	-0.115796050741384	1.45955499634359	1.45047420680355	0.347446336047372	0.626372	656	father	0	15149
ENSG00000142627	1	2.73275634226841	1.382412732525	1.36689120736548	0.322588633455776	0.676028	1596	father	1	30100
ENSG00000142632	1	2.53754305311951	1.37891250976162	1.36363749844165	0.322588633455776	0.535823	656	father	0	14115
ENSG00000037637	1	5.21817083309202	-0.340253197641933	1.31171630168255	0.298269295666008	0.84065	2924	father	4	102576
ENSG00000055070	0	5.49219608981534	0.202050377800551	1.16551749328255	0.291044776119403	0.736266	1746	father	4	43804
ENSG00000187144	2	3.78177673013449	0.491348393547689	1.08533431857221	0.309238980399374	0.85801	1588	father	3	48640
ENSG00000157191	0	6.08875341482432	0.362706021851734	1.03110249943399	0.28704295762367	0.678113	710	father	2	18644
ENSG00000058453	1	5.3009459157576	0.391316683366537	1.2615884987389	0.298269295666008	0.655387	6642	father	3	162816
ENSG00000117122	1	3.68401952761351	2.00799852609174	1.23598076997692	0.32615980341053	0.458786	346	father	0	5474
ENSG00000159363	0	5.0324088036771	1.3713987637899	1.20583338505898	0.298269295666008	0.808478	1406	father	0	24534
ENSG00000117118	0	5.64951362828819	-0.395308187625765	1.12743498974589	0.291044776119403	0.806451	834	father	1	34453
ENSG00000117115	0	1.73203919767648	0.668415102839651	0.925920339986698	0.316525957367415	0.784244	1654	father	1	50977
ENSG00000142623	2	0.0963146757906809	0.86870458209833	0.631864947302673	0.347446336047372	0.805546	1190	father	1	39419
ENSG00000142619	0	-0.344046368284756	0.631225942331935	0.67872987066113	0.347446336047372	0.843393	1002	father	3	34123
ENSG00000159339	2	-1.50322080186434	0.316496742890924	0.868768568235739	0.347446336047372	0.802635	1662	father	0	53714
ENSG00000179051	1	6.01709000126063	0.653385018098499	1.11597487901427	0.28704295762367	0.642137	1778	father	0	30987
ENSG00000074964	1	4.33534644879616	1.00328991477207	0.804461171185623	0.309238980399374	0.822336	5718	father	6	152232
ENSG00000117148	0	3.45508328091602	0.209311827065696	-0.16493673140324	0.32615980341053	0.795663	1946	father	3	69738
ENSG00000117154	4	1.21263108894415	0.43151453608501	-0.666836910716631	0.316525957367415	0.711001	7114	father	4	263231
ENSG00000179023	0	-0.320178699955667	1.48690120880693	0.0906744460228306	0.347446336047372	0.662454	326	father	0	4719
ENSG00000009709	1	-0.654952032362436	0.747969795355539	-0.0722740731429147	0.347446336047372	0.495884	4636	father	2	113195
ENSG00000159423	2	3.24230395053785	1.08738611846338	-0.10156149176176	0.32615980341053	0.753425	1378	father	1	29869
ENSG00000169991	1	2.81374484006572	0.999063275921587	-0.0182759616589728	0.322588633455776	0.669564	2246	father	2	50075
ENSG00000127481	2	8.93190619576541	-0.353785669384992	0.307735352785098	0.279154425852599	0.822575	3084	father	1	132572
ENSG00000127463	0	5.63098516202514	0.0131313002573388	0.268147301787738	0.291044776119403	0.826713	1016	father	2	34863
ENSG00000053372	0	5.01468571652214	0.806842041846346	0.234251954167669	0.298269295666008	0.526337	344	father	0	7978
ENSG00000162482	0	1.53545368215288	0.985549923295855	0.189302172146472	0.316525957367415	0.792714	280	father	0	5914
ENSG00000053371	0	5.1799507349134	0.807760778373093	0.163029885238443	0.298269295666008	0.501503	346	father	1	7833
ENSG00000077549	3	7.91495273816467	0.345911123573426	0.156265825201041	0.279154425852599	0.74514	5082	father	4	141487
ENSG00000158747	1	5.99459416035233	0.133676405347025	0.927647403796975	0.28704295762367	0.596472	2222	father	0	59185
ENSG00000162542	2	2.92846989090923	0.307034875748412	0.950832373013703	0.322588633455776	0.858053	3308	father	2	114296
ENSG00000169914	1	6.04984310628562	-0.654420152884617	0.169022768758406	0.28704295762367	0.690148	812	father	0	29729
ENSG00000188257	0	2.46074057167494	0.70707918332553	-0.55736758227355	0.322588633455776	0.832041	98	father	0	4885
ENSG00000127472	1	4.1450261126891	-0.24920590352041	-1.18824272074517	0.309238980399374	0.781304	1150	father	4	62534
ENSG00000158786	0	-2.84334513778286	1.20812130429395	-1.54459087873844	0.347446336047372	0.852932	382	father	0	10677
ENSG00000187980	0	-0.112418834457042	0.58695081735924	-1.56654473966243	0.347446336047372	0.723434	792	father	0	24463
ENSG00000162543	0	5.68695157596082	0.086462136439026	-1.5668089661962	0.291044776119403	0.612	280	father	0	9674
ENSG00000158816	1	4.07699312479042	0.507061123886509	-1.28496226325627	0.309238980399374	0.785624	1988	father	5	66479
ENSG00000162545	0	3.19991758474967	1.40519427683523	-0.23854739284553	0.32615980341053	0.0422041	490	father	0	3322
ENSG00000090432	0	4.77752323986761	0.124514728562658	-0.0978680059765833	0.318547970670247	0.645127	316	father	0	8384
ENSG00000183114	0	0.265022950704118	2.69130624560904	0.21171720550238	0.347446336047372	0.0695122	410	father	0	2038
ENSG00000158825	0	0.115014686559172	0.247863972499643	0.483223393484713	0.347446336047372	0.813769	918	father	0	28859
ENSG00000158828	0	5.95531504701919	0.550199704351787	0.653375884050651	0.28704295762367	0.653478	736	father	0	17289
ENSG00000244038	0	7.1714750152633	0.527861632432212	0.710273702084114	0.279154425852599	0.585089	448	father	0	9317
ENSG00000117245	2	6.57535470355946	0.784094719097183	0.846947299992962	0.28704295762367	0.761404	2394	father	1	51384
ENSG00000189410	1	4.32172158753286	1.89165757351378	0.954172895295655	0.309238980399374	0.562354	824	father	1	12278
ENSG00000127483	0	7.46867242000076	-0.71174575166664	1.05853236977361	0.279154425852599	0.657839	1388	father	3	45618
ENSG00000075151	1	8.15453799131177	-0.911853712783947	1.09960300268836	0.279154425852599	0.855724	7274	father	15	362518
ENSG00000117298	0	6.54691151078668	0.72516155174755	1.00297622213278	0.28704295762367	0.684627	4906	father	7	123195
ENSG00000142794	0	4.76869706297586	-0.438956640049389	0.99054423185074	0.318547970670247	0.735363	936	father	2	42718
ENSG00000162551	2	3.5408745822784	0.653138084721403	1.03984969440097	0.32615980341053	0.779707	2592	father	2	66280
ENSG00000076864	0	3.84662784856712	1.29255662403864	1.15516631903375	0.309238980399374	0.627523	3084	father	3	69886
ENSG00000090686	0	5.82589791643729	-0.593663611831374	1.17040413995077	0.291044776119403	0.79885	2886	father	5	102253
ENSG00000187942	0	1.08627894721969	0.989846724145066	0.972281556211135	0.316525957367415	0.693292	638	father	1	12258
ENSG00000142798	1	5.83287744013615	1.22196913153393	0.913214628332594	0.291044776119403	0.820466	5188	father	5	109723
ENSG00000219073	0	0.910595812333386	0.42230469962639	0.935687642190652	0.316525957367415	0.825015	686	father	0	19945
ENSG00000070831	0	6.26643973736532	-0.574832227249702	0.810156277190663	0.28704295762367	0.644786	1358	father	0	47164
ENSG00000162552	1	1.01544639220628	1.42380366888353	0.509230675800839	0.316525957367415	0.556416	1384	father	0	25255
ENSG00000184677	1	5.840786637244	-0.537172985975001	-0.0369469635220113	0.291044776119403	0.777211	2302	father	7	99930
ENSG00000070886	1	3.11998028755334	1.32305979252661	-0.267121664073215	0.32615980341053	0.737664	1952	father	2	37842
ENSG00000173372	0	2.28596768791231	1.19593337704483	-0.331225678725965	0.322588633455776	0.731622	148	father	1	4452
ENSG00000159189	0	2.3843409718152	1.05966744456327	-0.336475463533083	0.322588633455776	0.860222	180	father	1	4909
ENSG00000173369	0	2.62623792868167	0.573212332573401	-0.341656546282709	0.322588633455776	0.828661	224	father	0	8640
ENSG00000133216	2	3.29232671838795	0.693326191692846	-0.28208415063802	0.32615980341053	0.796348	6178	father	4	204218
ENSG00000215906	0	-1.09065936729848	0.378979221177905	0.104729939371494	0.347446336047372	0.563666	682	father	0	19117
ENSG00000004487	0	7.75694559211445	-0.937250813256764	0.401401181698873	0.279154425852599	0.730215	1210	father	1	62970
ENSG00000169641	1	6.15073462696138	-0.41558886006377	0.570375401037887	0.28704295762367	0.733927	2348	father	1	91237
ENSG00000179546	0	-0.639653231499072	0.316296558849127	0.711854759517919	0.347446336047372	0.687671	850	father	2	24722
ENSG00000125944	0	6.45089377601803	-0.979760406545966	1.01720645854264	0.28704295762367	0.682852	1024	father	0	39498
ENSG00000125945	0	4.88688012728599	-0.0128472649291798	1.0157779257774	0.318547970670247	0.382146	466	father	0	9920
ENSG00000204219	0	2.34943280411322	0.264482157007872	0.975799886556168	0.322588633455776	0.658021	1344	father	0	42354
ENSG00000088280	0	5.77613269470489	0.403988718390215	0.912449986659275	0.291044776119403	0.721466	1678	father	2	54255
ENSG00000007968	2	4.16117069442496	0.658553201658049	0.857822282741893	0.309238980399374	0.688438	768	father	1	23992
ENSG00000117318	0	2.94265583293055	1.33995282874758	0.831525846884069	0.322588633455776	0.268182	154	father	0	1422
ENSG00000142676	0	7.64194029067305	-0.022945316391369	0.634681027624099	0.279154425852599	0.288272	162	father	0	4932
ENSG00000057757	0	6.07095477319915	-0.252328870803499	0.419268016420592	0.28704295762367	0.633211	380	father	0	9425
ENSG00000011009	0	4.91105383360094	2.02845135126636	0.392253408706929	0.298269295666008	0.423578	218	father	0	4157
ENSG00000117308	1	3.97860890302548	1.7379540024988	0.378679788467788	0.309238980399374	0.386933	326	father	0	4848
ENSG00000117305	0	4.63919809857122	0.0469737961685603	0.319246314774848	0.318547970670247	0.72379	1050	father	1	35257
