EnsemblID	denomBP	all_totMuts	pat_express	mat_express	phasedFracPatBinVal_patbins	phasedFracMatBinVal_matbins	scaleRepTime	scaleGC
ENSG00000103222	193694	46	3.11396663274732	3.03107728305422	0.299490433612153	0.299380432772332	-0.938874006685565	0.255692811684341
ENSG00000124574	23030	2	3.08978198288411	2.24934332565244	0.299490433612153	0.321887361853106	0.803292757050292	0.819732981575632
ENSG00000121270	81683	14	0.309933220087112	0.682504313082783	0.328698870646294	0.326536170212766	-1.05198364572562	-0.118756908249914
ENSG00000140798	75135	11	2.68967353116978	2.20238647192945	0.299490433612153	0.321887361853106	-1.48374914237743	0.0923559086729306
ENSG00000023839	67598	11	1.52040251826524	1.36776694928857	0.323804723502304	0.319906574261975	0.233750590234807	-0.275354701134203
ENSG00000108846	57337	3	0.151503229116974	0.114543343259407	0.328698870646294	0.326196692776327	0.74208654312456	0.692722416078408
ENSG00000125257	280734	44	3.9875761699717	3.89646613905413	0.30451600876171	0.295357022322935	-1.08971201557824	-0.531584663393867
ENSG00000114770	97783	13	3.86043752833816	4.04270509136817	0.30451600876171	0.295357022322935	0.125949356244572	-0.232937968225835
ENSG00000091262	73097	12	0.405871331478841	0.353835257686606	0.326492840211709	0.331574074074074	-0.930919163355503	0.429358932644585
ENSG00000006071	84324	11	0.276778355711127	0.17488212892797	0.328698870646294	0.331574074074074	-0.0530938558931926	0.446729918578103
ENSG00000069431	144910	26	0.367888713489011	0.296726467160093	0.326492840211709	0.331574074074074	-2.58349648708938	-1.32370558171424
ENSG00000173208	69764	12	0.277594992296171	0.0522692828430037	0.328698870646294	0.326196692776327	-0.699425120152042	-1.47494154026646
ENSG00000117528	100226	16	4.1217768001821	4.56824436547363	0.290404862694019	0.286366969372215	1.18668584308137	-1.20474749021213
ENSG00000119688	17771	4	5.48972669069928	4.82945310752865	0.289783442804188	0.286366969372215	1.11232984663004	0.624133527118215
ENSG00000164163	31237	3	7.31045590140749	6.60813405840214	0.283504685651897	0.281980742778542	-1.27036559332398	-1.50263870025277
ENSG00000204574	25756	3	6.83017744932176	5.80273466643444	0.283504685651897	0.285590223931518	0.0420602927453389	0.183079796268011
ENSG00000033050	15711	3	0	0	0.325098259404829	0.326196692776327	0.402371829551627	0.225369550466974
ENSG00000161204	7907	3	5.19141568202678	5.21823660636962	0.289783442804188	0.285590223931518	-0.502514782409197	0.66879061485852
ENSG00000160179	97046	21	0.26303718929336	0.238935327701122	0.328698870646294	0.331574074074074	-1.10645627450961	0.566046830082692
ENSG00000118777	140486	24	0.678988550158923	0.803426303863465	0.326492840211709	0.326536170212766	0.385821265385158	-0.65426330179864
ENSG00000172350	13594	4	0.830344659571521	1.1640391272172	0.326492840211709	0.326536170212766	0.874096835699446	1.00950407295837
ENSG00000138075	26378	5	0.059092905714989	0.23557938197505	0.325098259404829	0.331574074074074	1.22174492033694	-0.171695752871265
ENSG00000143994	7001	2	0.0229003215607406	0.561892757337229	0.325098259404829	0.326536170212766	0.612864180781667	0.565215212498473
ENSG00000144827	14353	1	5.56720123396484	6.23677933079287	0.289783442804188	0.281980742778542	1.07388267578806	-1.35959743759382
ENSG00000106077	2757	0	2.63747814435335	3.74534155741933	0.299490433612153	0.295357022322935	0.0890195452063284	1.71579140091187
ENSG00000100997	95730	11	5.66132109329759	5.52571383182409	0.289783442804188	0.285590223931518	0.375110959678449	0.114203614661562
ENSG00000131969	32848	3	1.55508431742407	2.54951066488015	0.323804723502304	0.321887361853106	0.887800773761969	-0.455002598167959
ENSG00000139826	15850	2	3.1251650755512	2.976965537385	0.299490433612153	0.299380432772332	-1.87903943464707	-1.41654256511036
ENSG00000248487	9770	2	2.35559395664115	2.30682035428838	0.305914805100841	0.321887361853106	0.846859283453675	1.05018323375672
ENSG00000114779	14894	2	4.79696593065116	4.39226062662952	0.290404862694019	0.286366969372215	0.847047739919658	1.08663323106043
ENSG00000168792	6489	2	0.120851626053787	0.460072474351387	0.328698870646294	0.331574074074074	0.743036704354303	0.775226682755399
ENSG00000204427	16386	5	5.43336367201444	5.75331185250903	0.289783442804188	0.285590223931518	0.640398964418239	0.482010833048137
ENSG00000129968	8687	2	3.85716477001118	3.84221237174443	0.30451600876171	0.295357022322935	0.259877234775705	2.36629619465365
ENSG00000107362	48691	10	0.854144893459015	1.79072712224918	0.326492840211709	0.319906574261975	0.0319690832351457	-1.06689407701549
ENSG00000136379	75837	9	1.35191043713854	2.56179576027043	0.323804723502304	0.321887361853106	-0.267417391906362	-0.452552398225548
ENSG00000140526	114808	17	2.43638617698545	3.21816324825622	0.305914805100841	0.299380432772332	1.36612969344548	-0.320222689430283
ENSG00000158201	53838	8	3.02625227019543	3.09525005910734	0.299490433612153	0.299380432772332	0.0501912028745381	-0.521276013539172
ENSG00000100439	14668	2	2.23800289745738	1.85073823566309	0.305914805100841	0.319906574261975	-0.11189521632273	0.229489078586419
ENSG00000011198	44250	9	4.65211799588636	4.7239900672429	0.290404862694019	0.286366969372215	-0.275905220222469	-0.798614248785397
ENSG00000163686	58097	6	2.99564429726057	2.71028700298867	0.299490433612153	0.321887361853106	1.02590445851339	-0.182257274191657
ENSG00000127220	18069	2	1.08917463138922	1.47574788819882	0.323804723502304	0.319906574261975	0.0772614769371606	1.06828233905748
ENSG00000136754	114346	21	5.28122264283501	4.61834008911716	0.289783442804188	0.286366969372215	-1.19125473608691	-1.02866110248148
ENSG00000138443	119193	21	6.18036472297953	6.75507291346254	0.283504685651897	0.281980742778542	0.0546410478782223	-0.8928782415609
ENSG00000108798	12803	1	0.180008109815495	0.225667528358415	0.328698870646294	0.331574074074074	0.227043474516409	0.959440484908951
ENSG00000154175	244069	43	0.0688998061143122	0.193888141807193	0.325098259404829	0.331574074074074	-1.25822531219634	-1.21091360492912
ENSG00000097007	174186	35	2.51402332644006	2.43723534244089	0.305914805100841	0.321887361853106	0.659876424342054	-0.251661541056987
ENSG00000143322	130156	24	4.69159193955604	3.75326736796716	0.290404862694019	0.295357022322935	-0.91209372477365	-0.663849726453244
ENSG00000099204	336554	48	1.64510320011145	1.71648467975491	0.323804723502304	0.319906574261975	-0.768470583904309	-0.571493665473356
ENSG00000163995	192261	41	1.79366739354655	1.66384629336552	0.305914805100841	0.319906574261975	0.0482689973861001	0.971718497733403
ENSG00000173210	118960	15	1.01951758028485	1.60364294179836	0.323804723502304	0.319906574261975	-0.122937925638923	-0.266932775373285
ENSG00000175164	42603	8	0.302380634784308	0.264904869324007	0.328698870646294	0.331574074074074	0.0502546855564761	0.459546991217483
ENSG00000159842	220331	38	2.6358348185494	2.92763227604455	0.299490433612153	0.299380432772332	0.0153266013558513	1.10110252954838
ENSG00000174429	10762	0	0.008474131481109	0	0.325098259404829	0.326196692776327	-2.27672720964867	-0.800997027547738
ENSG00000146386	14545	1	5.03619587408299	5.32676347342359	0.289783442804188	0.285590223931518	0.278368169124297	-0.301947154093696
ENSG00000146109	3787	0	5.61300797584005	5.5215747351542	0.289783442804188	0.285590223931518	-0.634437966885224	0.151264862588869
ENSG00000114626	7990	2	3.82201704302238	3.08531760028292	0.30451600876171	0.299380432772332	-1.13762121741025	1.76296954174662
ENSG00000166016	206464	40	0.794737271116164	1.59565800131527	0.326492840211709	0.319906574261975	-0.570896747831385	0.177306388943726
ENSG00000060971	34112	12	3.18507537537125	3.51347761500013	0.299490433612153	0.295357022322935	0.544225399041354	0.628018305457404
ENSG00000167315	31688	4	6.19798028042847	6.32307838760742	0.283504685651897	0.281980742778542	-0.404243725912133	-0.898860630485136
ENSG00000076555	151433	21	1.520271010646	0.909812599154972	0.323804723502304	0.326536170212766	-0.426264281178216	0.0332327466232779
ENSG00000111271	71043	8	2.68166057684471	2.44818882034712	0.299490433612153	0.321887361853106	0.885775467347351	0.074708106292245
ENSG00000240303	101926	18	1.84336251187553	2.74337865428649	0.305914805100841	0.321887361853106	1.08170805411996	-1.15777148715695
ENSG00000151498	12308	4	4.07341439651683	3.77631937497303	0.30451600876171	0.295357022322935	0.637926529544672	0.157612591711112
ENSG00000177646	44399	4	3.95796471144772	3.92351005523583	0.30451600876171	0.295357022322935	0.751310571075573	0.198518265445047
ENSG00000115361	38283	3	0.113455234895509	0.43452707126211	0.328698870646294	0.331574074074074	-0.42733765152331	-1.27182391158788
ENSG00000117054	63034	10	7.96383618399456	7.73474662921549	0.283504685651897	0.281980742778542	-0.821211625887839	-0.775939017010645
ENSG00000122971	14194	3	4.92357243864213	3.77860275642153	0.290404862694019	0.295357022322935	0.537471132583323	1.13456803207466
ENSG00000196177	49218	7	2.67408013095025	1.59261387983779	0.299490433612153	0.319906574261975	-0.0476232695246471	-0.732387745172238
ENSG00000072778	8062	3	4.93682722222534	5.77187217663496	0.290404862694019	0.285590223931518	-0.0683174099131393	1.55358655831509
ENSG00000157766	70737	11	1.44669916659294	2.00787046287738	0.323804723502304	0.321887361853106	0.48118852881197	0.463875844837442
ENSG00000072818	14946	0	0.908494012894434	0.868497689620634	0.323804723502304	0.326536170212766	0.159999284791338	1.02385358366361
ENSG00000114331	168155	34	5.15143126431466	4.90689464154196	0.289783442804188	0.286366969372215	-0.190184977736465	-1.06415197044745
ENSG00000131584	16817	5	2.47183487451825	2.29341541673808	0.305914805100841	0.321887361853106	0.935139602736859	2.64182095772263
ENSG00000075239	30840	10	4.79636833818651	4.85712653353969	0.290404862694019	0.286366969372215	0.573513291743457	-0.440289431157341
ENSG00000120437	17047	3	5.74441693552308	6.61602201664517	0.289783442804188	0.281980742778542	-0.865188441873868	-0.36913114440598
ENSG00000182827	41983	6	4.20626948441325	5.19730640294128	0.290404862694019	0.285590223931518	1.57618352787093	-0.646920314648464
ENSG00000181513	11567	1	1.6252615831428	1.12958535223891	0.323804723502304	0.326536170212766	0.92862156914044	1.01359312538494
ENSG00000107897	74673	9	1.60837456648389	2.49896690804323	0.323804723502304	0.321887361853106	-0.954756534006942	-0.667198098899575
ENSG00000230124	232661	32	5.53482606020651	6.15470743508575	0.289783442804188	0.281980742778542	1.58115432738036	-1.13094300961825
ENSG00000176244	13294	3	0.189112882258029	0.817052276819536	0.328698870646294	0.326536170212766	-0.671974232776988	-0.168283763838464
ENSG00000110455	18297	5	0.361263224892085	0.873899363055059	0.328698870646294	0.326536170212766	0.394920993303375	0.312451741426208
ENSG00000205126	11993	1	0.0597591178892541	0.130548364737541	0.325098259404829	0.326196692776327	0.370226748870756	0.126225586628504
ENSG00000102977	3299	0	3.23583741734452	4.4699609097267	0.299490433612153	0.286366969372215	0.582659558937857	1.97012169048881
ENSG00000159640	21312	3	3.2405250976667	2.84874356882528	0.299490433612153	0.299380432772332	0.395270841879504	1.5073108785919
ENSG00000167769	27424	4	0	0.0189962056818179	0.325098259404829	0.326196692776327	-1.9428477411246	0.422830194551083
ENSG00000177076	43469	12	2.03639433649282	2.23812391155606	0.305914805100841	0.321887361853106	0.82958233667274	-0.395084983105513
ENSG00000078124	165562	23	3.81704757209575	3.70059976062897	0.30451600876171	0.295357022322935	0.483719673765524	-0.98764400471765
ENSG00000087085	6948	2	1.27429080134976	1.7544165636225	0.323804723502304	0.319906574261975	-0.27996631666958	2.28016728250234
ENSG00000100813	37022	13	5.33908272775032	5.4904718909433	0.289783442804188	0.285590223931518	1.09414799113524	-0.147988859824022
ENSG00000213088	3192	0	0.0278174649254524	0.0140287352774426	0.325098259404829	0.326196692776327	-1.1926950254726	1.01725036494151
ENSG00000144648	83174	11	0.885458465075163	1.3145670003487	0.323804723502304	0.319906574261975	0.412623480262866	-0.291869550283309
ENSG00000144476	14565	1	0.26370778134521	0.376241619262688	0.328698870646294	0.331574074074074	-1.63857855687806	0.442784693612726
ENSG00000129048	21693	4	0.0151546288684064	0.166620264954895	0.325098259404829	0.331574074074074	1.0963286318405	-1.19107463070928
ENSG00000131473	63503	13	5.27175339393335	5.00616538020354	0.289783442804188	0.285590223931518	1.04705707382832	0.433216345747404
ENSG00000122729	70129	7	2.73361281521446	3.65552571884038	0.299490433612153	0.295357022322935	-0.71192104254904	-0.612433657193033
ENSG00000100412	81351	20	6.12202265498294	6.17425181180409	0.283504685651897	0.281980742778542	0.845848082788217	0.406395894733044
ENSG00000162390	96672	14	1.4257243388424	1.28619986211769	0.323804723502304	0.319906574261975	0.259063340403804	0.600404152475997
ENSG00000172497	64175	13	0.0825517772139455	0.317633826036228	0.325098259404829	0.331574074074074	1.32048861177722	-0.7386901821237
ENSG00000112304	37877	6	5.66145658176016	5.68585182816004	0.289783442804188	0.285590223931518	0.287526415718883	-0.649262220038199
ENSG00000119673	8002	1	3.83623394998001	2.58442573059751	0.30451600876171	0.321887361853106	0.562542456347915	0.278313262817491
ENSG00000177465	3882	0	2.95253325614811	3.4183702943536	0.299490433612153	0.299380432772332	0.568380079059302	0.212553798694202
ENSG00000205669	8910	1	0.20629005745742	0.154895059018192	0.328698870646294	0.331574074074074	0.576264533499627	0.131979096308951
ENSG00000097021	129413	26	6.37407799099251	5.98512013852481	0.283504685651897	0.285590223931518	1.52840615769462	0.94923698838932
ENSG00000101473	15677	3	4.6955750347273	5.22441243666367	0.290404862694019	0.285590223931518	0.28046120311222	0.323258739637649
ENSG00000161533	37608	3	3.77570896815183	4.13473461950105	0.30451600876171	0.286366969372215	1.05700040392163	-0.298391417054027
ENSG00000168306	32058	7	1.48244684012673	1.06528704608204	0.323804723502304	0.326536170212766	0.9126338452897	0.0980951598085282
ENSG00000087008	74365	21	1.28895953516643	2.00453649986464	0.323804723502304	0.321887361853106	0.45039969958647	0.691428750784163
ENSG00000153093	387883	70	3.15456453818934	2.95304426695686	0.299490433612153	0.299380432772332	0.622104723762657	-0.47887540902665
ENSG00000143727	14123	4	7.95309341987763	7.79864227827475	0.283504685651897	0.281980742778542	-1.17387776617708	-0.48841200978133
ENSG00000134575	9604	3	1.55347040381814	3.09431639430761	0.323804723502304	0.299380432772332	1.02396709466529	0.792652633773484
ENSG00000102575	5337	0	4.61192556808519	3.459062004338	0.290404862694019	0.295357022322935	-0.213215735751904	1.48939733982004
ENSG00000162836	40843	6	1.59132639125475	2.18129465716582	0.323804723502304	0.321887361853106	0.497304672073874	-0.364059207484728
ENSG00000100312	7112	1	0.0378177853377969	0.215090795834739	0.325098259404829	0.331574074074074	-1.09784871227116	1.14654698821658
ENSG00000111644	9357	1	3.10574288524404	2.66199807754877	0.299490433612153	0.321887361853106	0.629114827712899	0.652767176110501
ENSG00000134940	9331	5	0.0406137641383003	0.243085247645703	0.325098259404829	0.331574074074074	0.429236370195869	-0.597661058865314
ENSG00000103740	78067	17	2.73266659815439	2.59521678901294	0.299490433612153	0.321887361853106	0.550976779284983	0.221238127831562
ENSG00000130377	57479	5	0.160740223781197	0.151207460357362	0.328698870646294	0.331574074074074	-1.22237625753714	-0.0920854653782928
ENSG00000167107	48678	11	1.20962055397071	1.46011383079604	0.323804723502304	0.319906574261975	0.897665905726985	0.437896691972078
ENSG00000176715	75220	23	2.41847464762702	2.74324340560381	0.305914805100841	0.321887361853106	-0.291196740015893	1.10697739414525
ENSG00000151726	71166	15	2.15942330960152	2.4872689600756	0.305914805100841	0.321887361853106	-0.252376958915292	-0.231492707370652
ENSG00000123983	80823	16	5.38329006617917	5.63212704935575	0.289783442804188	0.285590223931518	-0.394017842434361	-1.02488827477543
ENSG00000197142	53865	8	0.240814823310516	0.161895294748435	0.328698870646294	0.331574074074074	0.420837682468707	-0.469808785187605
ENSG00000164398	62242	14	0.52600590776724	0.53339059239721	0.326492840211709	0.331574074074074	-1.1915625962357	0.205867704400884
ENSG00000166743	75547	7	0.0682332493703631	0.0815667118334368	0.325098259404829	0.326196692776327	-0.869189045483669	-0.769742725674701
ENSG00000183747	36182	4	0.0597591178892541	0	0.325098259404829	0.326196692776327	-1.71939408998572	-0.766087589485864
ENSG00000066813	40058	5	0	0.0227232188101007	0.325098259404829	0.326196692776327	-1.39590434115197	-0.927524314347833
ENSG00000005187	186885	16	1.00800828467775	0.729653472936764	0.323804723502304	0.326536170212766	-0.779916676716136	-0.69645972498389
ENSG00000215009	24645	3	0.119254643971962	0	0.328698870646294	0.326196692776327	0.0606362531043641	-0.768936430014963
ENSG00000183549	31751	3	0	0.00849790933080691	0.325098259404829	0.326196692776327	-1.8959422666463	-0.526744493579857
ENSG00000173124	34702	5	0.179870665367529	0.377931248854837	0.328698870646294	0.331574074074074	1.42970000236494	-0.858755919706148
ENSG00000154930	52746	14	0.197991799541534	0.0852743063343331	0.328698870646294	0.326196692776327	-0.826744282558391	0.697240274443497
ENSG00000131069	55712	5	1.41047475914283	2.58971499759361	0.323804723502304	0.321887361853106	0.789191861423559	-0.139801727161228
ENSG00000111058	324260	49	0.316175536174824	0.27521941222814	0.328698870646294	0.331574074074074	-0.746648145589656	-1.39017178400561
ENSG00000143632	3733	1	0.0233915952581653	0.12466598300215	0.325098259404829	0.326196692776327	0.290850218768708	1.77543308786678
ENSG00000107796	55978	8	2.51274572545624	1.87712291611674	0.305914805100841	0.319906574261975	-1.06433234505214	-0.787218870589514
ENSG00000075624	37221	9	11.303926634208	11.1801775606422	0.283504685651897	0.281980742778542	-0.0240660052552596	1.30599808762279
ENSG00000169067	2794	0	0	0	0.325098259404829	0.326196692776327	-2.02022038401404	-0.802830448552953
ENSG00000159251	5317	2	3.95100655072721	3.54401023377804	0.30451600876171	0.295357022322935	0.30538483183915	0.0864251867042327
ENSG00000184009	14428	7	12.1853436654912	12.0282755531088	0.283504685651897	0.281980742778542	-0.0556300276639582	1.80256880848641
ENSG00000163017	27424	7	7.33548904479683	6.58472872162223	0.283504685651897	0.281980742778542	0.389903950216428	-0.166398014555624
ENSG00000136518	25514	3	5.87108309482569	7.13626128737251	0.289783442804188	0.281980742778542	0.71374272885705	-0.925723534513716
ENSG00000077080	13330	1	0.0850662511402267	0.125690913375115	0.325098259404829	0.326196692776327	-0.0745769745902667	0.839093644317246
ENSG00000148156	1399	2	0.0572487862147743	0.158559571825712	0.325098259404829	0.331574074074074	-0.448818354924972	2.15031091102578
ENSG00000117148	71684	11	2.51285311574465	3.07258323102929	0.305914805100841	0.299380432772332	-0.164957204046584	0.209283033841296
ENSG00000072110	105247	11	6.36592365434827	5.53457193710482	0.283504685651897	0.285590223931518	0.882214815833078	0.546539661519796
ENSG00000077522	97607	18	1.30498049855694	2.34164855372153	0.323804723502304	0.321887361853106	-0.380334518487576	-0.521651356964401
ENSG00000248746	16916	5	0.0299620030324964	0.198072598968304	0.325098259404829	0.331574074074074	0.689060180950393	1.27103337736724
ENSG00000130402	83823	12	5.50463433651522	5.23742703214908	0.289783442804188	0.285590223931518	0.252269300625345	0.82949391351149
ENSG00000131966	35530	7	6.52894094311899	6.73882830689541	0.283504685651897	0.281980742778542	0.110227409455006	-0.999522174553159
ENSG00000138107	40773	3	5.22766383453108	5.15340477918737	0.289783442804188	0.285590223931518	1.09171373235366	0.506264120030972
ENSG00000115073	8084	2	4.74073393138963	4.2968078382359	0.290404862694019	0.286366969372215	-0.14097754558125	1.52691627601538
ENSG00000138071	43426	10	5.16670726486819	5.47967881049229	0.289783442804188	0.285590223931518	0.144652301388321	-0.89963404034582
ENSG00000115091	72488	12	5.08626917693769	5.89027060928502	0.289783442804188	0.285590223931518	-2.07939556152338	-1.26857812817053
ENSG00000133627	93717	10	5.21551622205611	4.8604724201222	0.289783442804188	0.286366969372215	-0.635379435412894	-0.432755422481965
ENSG00000106526	78755	6	0.815753486723172	0.7255001391698	0.326492840211709	0.326536170212766	0.146454461337031	-0.425867494151667
ENSG00000101442	24049	4	3.67254859644367	3.82419560673539	0.30451600876171	0.295357022322935	0.687500547509265	-0.216589706894274
ENSG00000075089	42728	7	4.63163321745978	4.87369431566797	0.290404862694019	0.286366969372215	0.0916873660741956	-0.705920728731121
ENSG00000113812	15077	3	4.35648759152134	4.83138474681994	0.290404862694019	0.286366969372215	-0.527242324348142	-0.577435079655841
ENSG00000169717	1437	0	0	0	0.325098259404829	0.326196692776327	-2.83746833584323	1.92778039663936
ENSG00000184378	2529	1	0.646731192187325	1.38563068281985	0.326492840211709	0.319906574261975	-0.0671563365841933	0.197954654037934
ENSG00000115170	139636	24	2.90483587506972	2.7053020863364	0.299490433612153	0.321887361853106	-0.635911677006914	-0.781954206445591
ENSG00000135503	45330	9	5.23699016697364	4.4816931386408	0.289783442804188	0.286366969372215	1.54889686297067	-0.218030445417203
ENSG00000123612	97630	11	0.582463116270131	1.26172993375898	0.326492840211709	0.319906574261975	-1.00587249481509	-1.25689799510574
ENSG00000121989	86264	15	2.57937381218237	2.22656809429691	0.305914805100841	0.321887361853106	-1.21830430319138	-1.41194602443859
ENSG00000114739	39202	5	3.53108333148265	4.35626230361716	0.30451600876171	0.286366969372215	-0.519787734440469	0.141650570205303
ENSG00000139567	16451	3	0.20445331215123	0.267498028399197	0.328698870646294	0.331574074074074	1.56797950982272	1.06012667967142
ENSG00000243989	5857	1	3.45051748102441	3.6677115168096	0.30451600876171	0.295357022322935	0.845328909544125	1.36815199451311
ENSG00000119640	16204	1	2.91617226956694	3.78667136018762	0.299490433612153	0.295357022322935	0.560484712936111	-0.617005142373429
ENSG00000170634	333980	58	3.68566531800869	3.43178209464158	0.30451600876171	0.299380432772332	-0.289318589418711	-0.793940706194039
ENSG00000196839	67322	12	2.32871361271568	3.37083648272174	0.305914805100841	0.299380432772332	0.356078252279822	0.459383725072969
ENSG00000164113	50811	6	2.25348276305699	2.61980496172782	0.305914805100841	0.321887361853106	-0.0554676734761644	-1.27153326711528
ENSG00000140955	6029	2	2.50954684051152	3.23513219575979	0.305914805100841	0.299380432772332	0.120777755314199	1.54043066489243
ENSG00000168803	23876	5	4.94294202895449	4.30786840320321	0.289783442804188	0.286366969372215	0.451627228636796	-0.850915986188792
ENSG00000137845	160675	31	4.86744098497047	4.82489489834702	0.290404862694019	0.286366969372215	-0.31541176798535	-1.17314851801129
ENSG00000073670	22813	4	0.384265843103444	0.889831580390646	0.326492840211709	0.326536170212766	1.24643240969919	1.63526977866993
ENSG00000148848	374901	51	0.352394328728241	0.535164478047679	0.328698870646294	0.331574074074074	-1.76113266306645	-0.433205271249286
ENSG00000143537	12204	0	3.2150313660112	3.9317267859331	0.299490433612153	0.295357022322935	1.13248267152434	1.49492308844119
ENSG00000151694	68041	5	3.41055868841729	4.07976519470184	0.30451600876171	0.295357022322935	0.328031005090424	-0.665591777454812
